Formatted Date,Summary,Precip Type,Temperature (C),Apparent Temperature (C),Humidity,Wind Speed (km/h),Wind Bearing (degrees),Visibility (km),Loud Cover,Pressure (millibars),Daily Summary
2006-08-01 00:00:00.000 +0200,Partly Cloudy,rain,21.01666667,21.01666667,0.87,3.22,310,15.8263,0,1012.02,Partly cloudy starting overnight.
2006-08-01 01:00:00.000 +0200,Clear,rain,19.44444444,19.44444444,0.9,6.0375,291,15.8263,0,1012.22,Partly cloudy starting overnight.
2006-08-01 02:00:00.000 +0200,Mostly Cloudy,rain,20.72222222,20.72222222,0.81,9.2253,354,14.8764,0,1008.65,Partly cloudy starting overnight.
2006-08-01 03:00:00.000 +0200,Partly Cloudy,rain,18.79444444,18.79444444,0.93,5.9248,272,14.812,0,1012.11,Partly cloudy starting overnight.
2006-08-01 04:00:00.000 +0200,Partly Cloudy,rain,17.73333333,17.73333333,0.93,3.1234,303,14.812,0,1011.63,Partly cloudy starting overnight.
2006-08-01 05:00:00.000 +0200,Partly Cloudy,rain,17.60555556,17.60555556,0.95,2.9302,338,14.0231,0,1011.84,Partly cloudy starting overnight.
2006-08-01 06:00:00.000 +0200,Partly Cloudy,rain,18.73333333,18.73333333,0.93,7.8407,50,9.7566,0,1011.81,Partly cloudy starting overnight.
2006-08-01 07:00:00.000 +0200,Partly Cloudy,rain,22.55555556,22.55555556,0.8,1.61,20,9.7566,0,1011.72,Partly cloudy starting overnight.
2006-08-01 08:00:00.000 +0200,Partly Cloudy,rain,24.76111111,24.76111111,0.7,3.1717,41,9.9015,0,1011.86,Partly cloudy starting overnight.
2006-08-01 09:00:00.000 +0200,Partly Cloudy,rain,27.17222222,28.03333333,0.56,1.7388,139,9.982,0,1011.67,Partly cloudy starting overnight.
2006-08-01 10:00:00.000 +0200,Mostly Cloudy,rain,28.91111111,30.13888889,0.55,2.9463,75,9.982,0,1011.27,Partly cloudy starting overnight.
2006-08-01 11:00:00.000 +0200,Mostly Cloudy,rain,30.95555556,31.17222222,0.42,2.7531,186,11.3988,0,1011.07,Partly cloudy starting overnight.
2006-08-01 12:00:00.000 +0200,Mostly Cloudy,rain,32.17222222,32.22222222,0.38,7.728,161,10.0464,0,1010.47,Partly cloudy starting overnight.
2006-08-01 13:00:00.000 +0200,Mostly Cloudy,rain,32.12777778,31.27222222,0.32,7.3416,249,10.0464,0,1010.07,Partly cloudy starting overnight.
2006-08-01 14:00:00.000 +0200,Mostly Cloudy,rain,31.98333333,31.41111111,0.35,7.1645,168,10.3523,0,1009.69,Partly cloudy starting overnight.
2006-08-01 15:00:00.000 +0200,Mostly Cloudy,rain,32.53888889,32.68888889,0.38,12.6224,199,11.27,0,1008.95,Partly cloudy starting overnight.
2006-08-01 16:00:00.000 +0200,Partly Cloudy,rain,31.97777778,32.16111111,0.4,12.0911,190,11.27,0,1008.2,Partly cloudy starting overnight.
2006-08-01 17:00:00.000 +0200,Mostly Cloudy,rain,32.01111111,32.51111111,0.41,8.9194,210,10.3523,0,1007.57,Partly cloudy starting overnight.
2006-08-01 18:00:00.000 +0200,Mostly Cloudy,rain,30.94444444,30.75,0.39,13.4113,189,9.982,0,1007.1,Partly cloudy starting overnight.
2006-08-01 19:00:00.000 +0200,Mostly Cloudy,rain,28.57222222,29.15,0.5,7.9695,205,9.9015,0,1007.04,Partly cloudy starting overnight.
2006-08-01 20:00:00.000 +0200,Mostly Cloudy,rain,27.09444444,28.15,0.59,6.2307,55,10.2718,0,1007.03,Partly cloudy starting overnight.
2006-08-01 21:00:00.000 +0200,Mostly Cloudy,rain,24.69444444,24.69444444,0.65,4.4275,64,10.0464,0,1006.95,Partly cloudy starting overnight.
2006-08-01 22:00:00.000 +0200,Partly Cloudy,rain,24.13888889,24.13888889,0.7,12.8478,17,15.8746,0,1007.07,Partly cloudy starting overnight.
2006-08-01 23:00:00.000 +0200,Mostly Cloudy,rain,23.12222222,23.12222222,0.77,11.8496,5,14.7154,0,1007.62,Partly cloudy starting overnight.
2006-08-10 00:00:00.000 +0200,Partly Cloudy,rain,15.56111111,15.56111111,0.92,3.3327,263,14.9086,0,1011.53,Mostly cloudy until night.
2006-08-10 01:00:00.000 +0200,Partly Cloudy,rain,15.49444444,15.49444444,0.87,3.3649,280,15.8263,0,1011.34,Mostly cloudy until night.
2006-08-10 02:00:00.000 +0200,Mostly Cloudy,rain,16.53888889,16.53888889,0.91,3.6225,321,14.168,0,1008.66,Mostly cloudy until night.
2006-08-10 03:00:00.000 +0200,Partly Cloudy,rain,13.8,13.8,0.9,3.2039,291,15.7297,0,1011.04,Mostly cloudy until night.
2006-08-10 04:00:00.000 +0200,Partly Cloudy,rain,13.31666667,13.31666667,0.9,3.1234,274,15.6492,0,1011.12,Mostly cloudy until night.
2006-08-10 05:00:00.000 +0200,Partly Cloudy,rain,12.60555556,12.60555556,0.92,3.6064,308,13.8943,0,1010.9,Mostly cloudy until night.
2006-08-10 06:00:00.000 +0200,Clear,rain,12.32777778,12.32777778,0.93,3.0912,295,10.8192,0,1011.54,Mostly cloudy until night.
2006-08-10 07:00:00.000 +0200,Partly Cloudy,rain,14.96666667,14.96666667,0.87,4.508,322,9.6761,0,1010.85,Mostly cloudy until night.
2006-08-10 08:00:00.000 +0200,Mostly Cloudy,rain,16.26111111,16.26111111,0.87,8.6135,348,9.7083,0,1010.89,Mostly cloudy until night.
2006-08-10 09:00:00.000 +0200,Foggy,rain,16.25,16.25,0.92,9.3058,341,0.9982,0,1010.93,Mostly cloudy until night.
2006-08-10 10:00:00.000 +0200,Partly Cloudy,rain,18.88888889,18.88888889,0.89,10.6421,340,4.5885,0,1010.64,Mostly cloudy until night.
2006-08-10 11:00:00.000 +0200,Partly Cloudy,rain,21.35,21.35,0.76,14.0392,341,10.948,0,1010.56,Mostly cloudy until night.
2006-08-10 12:00:00.000 +0200,Mostly Cloudy,rain,21.20555556,21.20555556,0.76,13.9426,340,12.0428,0,1010.5,Mostly cloudy until night.
2006-08-10 13:00:00.000 +0200,Partly Cloudy,rain,22.33888889,22.33888889,0.72,10.8192,348,11.27,0,1010.09,Mostly cloudy until night.
2006-08-10 14:00:00.000 +0200,Mostly Cloudy,rain,23.03333333,23.03333333,0.66,10.2074,333,15.3111,0,1009.62,Mostly cloudy until night.
2006-08-10 15:00:00.000 +0200,Mostly Cloudy,rain,23.91111111,23.91111111,0.62,9.4024,352,11.27,0,1008.8,Mostly cloudy until night.
2006-08-10 16:00:00.000 +0200,Mostly Cloudy,rain,24.97777778,24.97777778,0.51,7.6636,348,11.27,0,1008.39,Mostly cloudy until night.
2006-08-10 17:00:00.000 +0200,Mostly Cloudy,rain,23.8,23.8,0.58,9.0482,341,11.4471,0,1007.71,Mostly cloudy until night.
2006-08-10 18:00:00.000 +0200,Mostly Cloudy,rain,23.59444444,23.59444444,0.53,7.5992,358,11.27,0,1007.66,Mostly cloudy until night.
2006-08-10 19:00:00.000 +0200,Mostly Cloudy,rain,22.50555556,22.50555556,0.68,11.27,340,11.1251,0,1007.66,Mostly cloudy until night.
2006-08-10 20:00:00.000 +0200,Mostly Cloudy,rain,20.01666667,20.01666667,0.78,12.2682,329,11.4471,0,1007.6,Mostly cloudy until night.
2006-08-10 21:00:00.000 +0200,Mostly Cloudy,rain,19.91111111,19.91111111,0.74,16.1966,20,11.2056,0,1007.87,Mostly cloudy until night.
2006-08-10 22:00:00.000 +0200,Overcast,rain,19.35555556,19.35555556,0.76,13.2664,29,14.9086,0,1008.35,Mostly cloudy until night.
2006-08-10 23:00:00.000 +0200,Overcast,rain,17.88333333,17.88333333,0.85,12.6868,7,14.9569,0,1008.32,Mostly cloudy until night.
2006-08-11 00:00:00.000 +0200,Overcast,rain,17.25,17.25,0.89,10.5294,338,15.8263,0,1008.16,Partly cloudy throughout the day.
2006-08-11 01:00:00.000 +0200,Overcast,rain,16.62777778,16.62777778,0.92,6.3756,328,15.8263,0,1008.15,Partly cloudy throughout the day.
2006-08-11 02:00:00.000 +0200,Mostly Cloudy,rain,15.84444444,15.84444444,0.84,3.5259,315,14.9569,0,1009.37,Partly cloudy throughout the day.
2006-08-11 03:00:00.000 +0200,Overcast,rain,17,17,0.92,2.6565,55,14.9086,0,1008.06,Partly cloudy throughout the day.
2006-08-11 04:00:00.000 +0200,Overcast,rain,17.06666667,17.06666667,0.86,6.6332,289,15.8263,0,1007.86,Partly cloudy throughout the day.
2006-08-11 05:00:00.000 +0200,Overcast,rain,16.50555556,16.50555556,0.79,6.9874,307,14.9569,0,1008.06,Partly cloudy throughout the day.
2006-08-11 06:00:00.000 +0200,Mostly Cloudy,rain,14.98333333,14.98333333,0.83,9.4507,299,11.2056,0,1007.87,Partly cloudy throughout the day.
2006-08-11 07:00:00.000 +0200,Partly Cloudy,rain,16.02222222,16.02222222,0.81,12.3809,299,11.2056,0,1007.98,Partly cloudy throughout the day.
2006-08-11 08:00:00.000 +0200,Mostly Cloudy,rain,16.16111111,16.16111111,0.81,15.8746,306,9.982,0,1008.07,Partly cloudy throughout the day.
2006-08-11 09:00:00.000 +0200,Mostly Cloudy,rain,18.84444444,18.84444444,0.68,22.1053,309,9.982,0,1007.86,Partly cloudy throughout the day.
2006-08-11 10:00:00.000 +0200,Mostly Cloudy,rain,21.11666667,21.11666667,0.68,20.2055,300,9.982,0,1007.95,Partly cloudy throughout the day.
2006-08-11 11:00:00.000 +0200,Partly Cloudy,rain,22.50555556,22.50555556,0.62,15.1501,309,9.982,0,1008.2,Partly cloudy throughout the day.
2006-08-11 12:00:00.000 +0200,Partly Cloudy,rain,23.79444444,23.79444444,0.54,17.2431,290,11.27,0,1007.95,Partly cloudy throughout the day.
2006-08-11 13:00:00.000 +0200,Partly Cloudy,rain,23.88888889,23.88888889,0.51,15.5848,309,11.27,0,1008.03,Partly cloudy throughout the day.
2006-08-11 14:00:00.000 +0200,Partly Cloudy,rain,25.83333333,25.83333333,0.44,16.422,308,11.4471,0,1008.03,Partly cloudy throughout the day.
2006-08-11 15:00:00.000 +0200,Partly Cloudy,rain,25.92777778,25.92777778,0.43,21.6867,290,11.27,0,1007.73,Partly cloudy throughout the day.
2006-08-11 16:00:00.000 +0200,Partly Cloudy,rain,25,25,0.42,20.0767,290,9.982,0,1007.71,Partly cloudy throughout the day.
2006-08-11 17:00:00.000 +0200,Partly Cloudy,rain,24.94444444,24.94444444,0.43,18.6599,288,10.3523,0,1007.73,Partly cloudy throughout the day.
2006-08-11 18:00:00.000 +0200,Partly Cloudy,rain,24.92777778,24.92777778,0.45,16.9855,299,9.982,0,1007.81,Partly cloudy throughout the day.
2006-08-11 19:00:00.000 +0200,Partly Cloudy,rain,22.8,22.8,0.51,12.397,290,11.2056,0,1008.02,Partly cloudy throughout the day.
2006-08-11 20:00:00.000 +0200,Partly Cloudy,rain,19.33888889,19.33888889,0.7,7.3255,280,11.3988,0,1008.55,Partly cloudy throughout the day.
2006-08-11 21:00:00.000 +0200,Partly Cloudy,rain,17.80555556,17.80555556,0.78,4.7817,260,9.982,0,1008.62,Partly cloudy throughout the day.
2006-08-11 22:00:00.000 +0200,Mostly Cloudy,rain,17.78333333,17.78333333,0.75,3.4615,256,15.8263,0,1008.73,Partly cloudy throughout the day.
2006-08-11 23:00:00.000 +0200,Mostly Cloudy,rain,16.48888889,16.48888889,0.79,6.3434,279,14.9569,0,1009.41,Partly cloudy throughout the day.
2006-08-12 00:00:00.000 +0200,Mostly Cloudy,rain,15.69444444,15.69444444,0.83,6.5044,281,15.8263,0,1009.79,Mostly cloudy until night.
2006-08-12 01:00:00.000 +0200,Mostly Cloudy,rain,15.62777778,15.62777778,0.81,3.3649,299,15.8263,0,1009.69,Mostly cloudy until night.
2006-08-12 02:00:00.000 +0200,Mostly Cloudy,rain,16.21111111,16.21111111,0.93,4.2182,279,14.7154,0,1007.41,Mostly cloudy until night.
2006-08-12 03:00:00.000 +0200,Mostly Cloudy,rain,15.57777778,15.57777778,0.84,6.2951,281,15.8263,0,1009.61,Mostly cloudy until night.
2006-08-12 04:00:00.000 +0200,Mostly Cloudy,rain,15.57777778,15.57777778,0.81,3.3166,306,15.8263,0,1009.32,Mostly cloudy until night.
2006-08-12 05:00:00.000 +0200,Mostly Cloudy,rain,15.60555556,15.60555556,0.81,3.7191,327,14.9569,0,1009.37,Mostly cloudy until night.
2006-08-12 06:00:00.000 +0200,Mostly Cloudy,rain,15.05,15.05,0.83,7.7924,348,9.982,0,1009.14,Mostly cloudy until night.
2006-08-12 07:00:00.000 +0200,Mostly Cloudy,rain,17.06666667,17.06666667,0.73,9.3219,339,9.982,0,1009.12,Mostly cloudy until night.
2006-08-12 08:00:00.000 +0200,Mostly Cloudy,rain,17.48333333,17.48333333,0.72,7.4221,10,9.982,0,1009.19,Mostly cloudy until night.
2006-08-12 09:00:00.000 +0200,Overcast,rain,17.66666667,17.66666667,0.71,8.7745,48,9.982,0,1009.19,Mostly cloudy until night.
2006-08-12 10:00:00.000 +0200,Overcast,rain,18.8,18.8,0.69,8.7584,59,9.982,0,1008.99,Mostly cloudy until night.
2006-08-12 11:00:00.000 +0200,Clear,rain,19.68333333,19.68333333,0.67,8.7423,60,11.0285,0,1008.93,Mostly cloudy until night.
2006-08-12 12:00:00.000 +0200,Clear,rain,18.82222222,18.82222222,0.78,10.626,70,11.27,0,1008.11,Mostly cloudy until night.
2006-08-12 13:00:00.000 +0200,Mostly Cloudy,rain,20,20,0.77,4.7495,69,11.27,0,1007.52,Mostly cloudy until night.
2006-08-12 14:00:00.000 +0200,Mostly Cloudy,rain,21.15,21.15,0.72,7.7924,108,11.3988,0,1007.29,Mostly cloudy until night.
2006-08-12 15:00:00.000 +0200,Mostly Cloudy,rain,23.65555556,23.65555556,0.67,11.0124,89,11.2056,0,1006.83,Mostly cloudy until night.
2006-08-12 16:00:00.000 +0200,Mostly Cloudy,rain,23.61666667,23.61666667,0.6,15.2145,147,11.2056,0,1006.16,Mostly cloudy until night.
2006-08-12 17:00:00.000 +0200,Mostly Cloudy,rain,23.81666667,23.81666667,0.62,10.6421,152,11.3988,0,1005.9,Mostly cloudy until night.
2006-08-12 18:00:00.000 +0200,Partly Cloudy,rain,22.03888889,22.03888889,0.7,25.0033,200,11.27,0,1005.65,Mostly cloudy until night.
2006-08-12 19:00:00.000 +0200,Mostly Cloudy,rain,19.95,19.95,0.7,16.1644,190,11.0768,0,1006.32,Mostly cloudy until night.
2006-08-12 20:00:00.000 +0200,Partly Cloudy,rain,18.92222222,18.92222222,0.8,8.3237,189,11.2861,0,1006.71,Mostly cloudy until night.
2006-08-12 21:00:00.000 +0200,Mostly Cloudy,rain,17.26666667,17.26666667,0.88,7.8085,149,9.8532,0,1007.17,Mostly cloudy until night.
2006-08-12 22:00:00.000 +0200,Partly Cloudy,rain,16.17777778,16.17777778,0.9,5.957,159,15.4399,0,1007.38,Mostly cloudy until night.
2006-08-12 23:00:00.000 +0200,Mostly Cloudy,rain,15.83333333,15.83333333,0.93,6.3434,149,14.2324,0,1007.32,Mostly cloudy until night.
2006-08-13 00:00:00.000 +0200,Mostly Cloudy,rain,16.73333333,16.73333333,0.93,6.0053,112,3.9123,0,1007.28,Mostly cloudy throughout the day.
2006-08-13 01:00:00.000 +0200,Mostly Cloudy,rain,16.71111111,16.71111111,0.97,13.1054,121,15.5526,0,1006.86,Mostly cloudy throughout the day.
2006-08-13 02:00:00.000 +0200,Overcast,rain,16.26666667,16.26666667,0.97,5.474,192,6.6976,0,1009.54,Mostly cloudy throughout the day.
2006-08-13 03:00:00.000 +0200,Mostly Cloudy,rain,16.13888889,16.13888889,0.97,11.0446,270,14.6349,0,1007.4,Mostly cloudy throughout the day.
2006-08-13 04:00:00.000 +0200,Partly Cloudy,rain,16.08888889,16.08888889,0.97,3.0912,35,14.6349,0,1006.87,Mostly cloudy throughout the day.
2006-08-13 05:00:00.000 +0200,Mostly Cloudy,rain,15.55555556,15.55555556,0.96,2.7692,287,7.8246,0,1007.66,Mostly cloudy throughout the day.
2006-08-13 06:00:00.000 +0200,Partly Cloudy,rain,14.51666667,14.51666667,1,3.0268,83,4.9427,0,1007.73,Mostly cloudy throughout the day.
2006-08-13 07:00:00.000 +0200,Mostly Cloudy,rain,17.08888889,17.08888889,0.99,10.8192,171,6.9391,0,1007.8,Mostly cloudy throughout the day.
2006-08-13 08:00:00.000 +0200,Mostly Cloudy,rain,17.66666667,17.66666667,0.96,9.5956,143,10.4811,0,1008.39,Mostly cloudy throughout the day.
2006-08-13 09:00:00.000 +0200,Mostly Cloudy,rain,19.79444444,19.79444444,0.85,10.5133,162,11.27,0,1008.32,Mostly cloudy throughout the day.
2006-08-13 10:00:00.000 +0200,Mostly Cloudy,rain,22.01666667,22.01666667,0.74,10.7709,229,11.27,0,1008.71,Mostly cloudy throughout the day.
2006-08-13 11:00:00.000 +0200,Partly Cloudy,rain,21.13888889,21.13888889,0.73,9.4668,237,11.0768,0,1009.28,Mostly cloudy throughout the day.
2006-08-13 12:00:00.000 +0200,Partly Cloudy,rain,21.04444444,21.04444444,0.73,15.1018,259,11.27,0,1009.72,Mostly cloudy throughout the day.
2006-08-13 13:00:00.000 +0200,Partly Cloudy,rain,18.93888889,18.93888889,0.89,13.524,237,7.2772,0,1010.77,Mostly cloudy throughout the day.
2006-08-13 14:00:00.000 +0200,Overcast,rain,18.91666667,18.91666667,0.9,3.381,274,6.5366,0,1010.97,Mostly cloudy throughout the day.
2006-08-13 15:00:00.000 +0200,Mostly Cloudy,rain,20.05,20.05,0.78,4.7334,213,11.27,0,1010.28,Mostly cloudy throughout the day.
2006-08-13 16:00:00.000 +0200,Partly Cloudy,rain,21.06666667,21.06666667,0.73,9.0643,132,11.27,0,1009.53,Mostly cloudy throughout the day.
2006-08-13 17:00:00.000 +0200,Mostly Cloudy,rain,20.05,20.05,0.78,0.3703,167,11.0768,0,1009.78,Mostly cloudy throughout the day.
2006-08-13 18:00:00.000 +0200,Overcast,rain,20,20,0.83,0.0644,255,11.27,0,1009.83,Mostly cloudy throughout the day.
2006-08-13 19:00:00.000 +0200,Overcast,rain,18.86666667,18.86666667,0.9,0.0322,17,11.27,0,1010.18,Mostly cloudy throughout the day.
2006-08-13 20:00:00.000 +0200,Overcast,rain,17.95555556,17.95555556,0.96,3.7835,89,11.0768,0,1010.43,Mostly cloudy throughout the day.
2006-08-13 21:00:00.000 +0200,Overcast,rain,17.71111111,17.71111111,0.97,12.2199,129,11.2056,0,1010.09,Mostly cloudy throughout the day.
2006-08-13 22:00:00.000 +0200,Overcast,rain,17.73333333,17.73333333,0.93,10.6099,130,11.9784,0,1009.92,Mostly cloudy throughout the day.
2006-08-13 23:00:00.000 +0200,Overcast,rain,16.79444444,16.79444444,0.97,5.3935,143,8.05,0,1010.08,Mostly cloudy throughout the day.
2006-08-14 00:00:00.000 +0200,Overcast,rain,16.66666667,16.66666667,0.97,6.1824,159,7.9695,0,1010.49,Mostly cloudy until night.
2006-08-14 01:00:00.000 +0200,Overcast,rain,16.16111111,16.16111111,0.97,6.2951,169,6.118,0,1010.1,Mostly cloudy until night.
2006-08-14 02:00:00.000 +0200,Overcast,rain,17.01111111,17.01111111,0.91,5.4096,178,13.685,0,1013.23,Mostly cloudy until night.
2006-08-14 03:00:00.000 +0200,Overcast,rain,16.11666667,16.11666667,0.97,2.8658,283,6.118,0,1010.3,Mostly cloudy until night.
2006-08-14 04:00:00.000 +0200,Overcast,rain,16.11666667,16.11666667,0.97,2.8497,306,6.0697,0,1010.48,Mostly cloudy until night.
2006-08-14 05:00:00.000 +0200,Overcast,rain,15.55555556,15.55555556,0.96,5.8121,224,6.5849,0,1010.86,Mostly cloudy until night.
2006-08-14 06:00:00.000 +0200,Clear,rain,14.00555556,14.00555556,1,3.0751,199,5.9731,0,1010.7,Mostly cloudy until night.
2006-08-14 07:00:00.000 +0200,Partly Cloudy,rain,16.11666667,16.11666667,0.93,9.3541,210,5.9731,0,1011.39,Mostly cloudy until night.
2006-08-14 08:00:00.000 +0200,Mostly Cloudy,rain,16.05,16.05,0.93,9.0643,220,3.6708,0,1011.92,Mostly cloudy until night.
2006-08-14 09:00:00.000 +0200,Mostly Cloudy,rain,16.21111111,16.21111111,0.99,7.5831,230,4.991,0,1012.57,Mostly cloudy until night.
2006-08-14 10:00:00.000 +0200,Overcast,rain,17.80555556,17.80555556,0.89,7.728,200,11.27,0,1013.15,Mostly cloudy until night.
2006-08-14 11:00:00.000 +0200,Mostly Cloudy,rain,18.88333333,18.88333333,0.84,5.2325,217,10.8997,0,1013.59,Mostly cloudy until night.
2006-08-14 12:00:00.000 +0200,Mostly Cloudy,rain,20.18888889,20.18888889,0.77,7.8729,202,11.27,0,1013.43,Mostly cloudy until night.
2006-08-14 13:00:00.000 +0200,Mostly Cloudy,rain,22.26666667,22.26666667,0.67,11.0607,208,11.27,0,1013.32,Mostly cloudy until night.
2006-08-14 14:00:00.000 +0200,Partly Cloudy,rain,22.35555556,22.35555556,0.7,12.9766,198,11.4471,0,1013.49,Mostly cloudy until night.
2006-08-14 15:00:00.000 +0200,Partly Cloudy,rain,23.86666667,23.86666667,0.54,10.8675,209,11.27,0,1013.22,Mostly cloudy until night.
2006-08-14 16:00:00.000 +0200,Partly Cloudy,rain,23.88888889,23.88888889,0.58,9.5312,201,11.27,0,1012.83,Mostly cloudy until night.
2006-08-14 17:00:00.000 +0200,Partly Cloudy,rain,22.95555556,22.95555556,0.56,11.8013,165,11.4471,0,1012.85,Mostly cloudy until night.
2006-08-14 18:00:00.000 +0200,Partly Cloudy,rain,22.47777778,22.47777778,0.58,10.8192,159,11.1251,0,0,Mostly cloudy until night.
2006-08-14 19:00:00.000 +0200,Partly Cloudy,rain,20.85555556,20.85555556,0.7,4.5885,148,11.27,0,1012.28,Mostly cloudy until night.
2006-08-14 20:00:00.000 +0200,Mostly Cloudy,rain,19.16111111,19.16111111,0.82,0.7728,121,9.982,0,1012.44,Mostly cloudy until night.
2006-08-14 21:00:00.000 +0200,Partly Cloudy,rain,17.73333333,17.73333333,0.84,9.1126,111,9.982,0,1012.44,Mostly cloudy until night.
2006-08-14 22:00:00.000 +0200,Mostly Cloudy,rain,18.23888889,18.23888889,0.81,6.2468,111,15.8263,0,1012.62,Mostly cloudy until night.
2006-08-14 23:00:00.000 +0200,Mostly Cloudy,rain,17.81666667,17.81666667,0.88,1.6261,289,14.9569,0,1013.45,Mostly cloudy until night.
2006-08-15 00:00:00.000 +0200,Mostly Cloudy,rain,17.71111111,17.71111111,0.84,12.9444,309,15.8263,0,1013.41,Partly cloudy until evening.
2006-08-15 01:00:00.000 +0200,Overcast,rain,17.2,17.2,0.9,3.0912,104,15.7297,0,1013.5,Partly cloudy until evening.
2006-08-15 02:00:00.000 +0200,Partly Cloudy,rain,15.30555556,15.30555556,0.9,2.6243,126,14.168,0,1015.55,Partly cloudy until evening.
2006-08-15 03:00:00.000 +0200,Mostly Cloudy,rain,16.55,16.55,0.93,3.2522,142,15.8263,0,1013.21,Partly cloudy until evening.
2006-08-15 04:00:00.000 +0200,Mostly Cloudy,rain,16.09444444,16.09444444,0.96,6.0053,338,14.9086,0,1013.21,Partly cloudy until evening.
2006-08-15 05:00:00.000 +0200,Mostly Cloudy,rain,15.55,15.55,0.93,2.4633,316,14.0875,0,1013.5,Partly cloudy until evening.
2006-08-15 06:00:00.000 +0200,Mostly Cloudy,rain,14.93333333,14.93333333,0.93,4.7334,191,9.9015,0,1013.79,Partly cloudy until evening.
2006-08-15 07:00:00.000 +0200,Partly Cloudy,rain,17.08888889,17.08888889,0.93,7.9051,201,9.982,0,1014.1,Partly cloudy until evening.
2006-08-15 08:00:00.000 +0200,Partly Cloudy,rain,18.65555556,18.65555556,0.85,7.3738,223,10.3523,0,1014.13,Partly cloudy until evening.
2006-08-15 09:00:00.000 +0200,Partly Cloudy,rain,19.81111111,19.81111111,0.79,11.0768,270,11.2056,0,1014.61,Partly cloudy until evening.
2006-08-15 10:00:00.000 +0200,Partly Cloudy,rain,21.06111111,21.06111111,0.73,7.7924,264,11.2056,0,0,Partly cloudy until evening.
2006-08-15 11:00:00.000 +0200,Partly Cloudy,rain,22.20555556,22.20555556,0.63,11.1734,254,11.3988,0,1015.48,Partly cloudy until evening.
2006-08-15 12:00:00.000 +0200,Partly Cloudy,rain,22.75,22.75,0.57,12.558,279,11.4471,0,1015,Partly cloudy until evening.
2006-08-15 13:00:00.000 +0200,Partly Cloudy,rain,23.79444444,23.79444444,0.54,13.6045,279,11.4471,0,1015.18,Partly cloudy until evening.
2006-08-15 14:00:00.000 +0200,Partly Cloudy,rain,23.48333333,23.48333333,0.51,10.8353,255,15.3111,0,1015.29,Partly cloudy until evening.
2006-08-15 15:00:00.000 +0200,Partly Cloudy,rain,23.96111111,23.96111111,0.53,10.787,239,11.2056,0,1015.17,Partly cloudy until evening.
2006-08-15 16:00:00.000 +0200,Partly Cloudy,rain,24.95,24.95,0.5,10.8031,229,11.2056,0,1014.96,Partly cloudy until evening.
2006-08-15 17:00:00.000 +0200,Partly Cloudy,rain,23.95555556,23.95555556,0.53,12.3004,220,11.2056,0,1014.66,Partly cloudy until evening.
2006-08-15 18:00:00.000 +0200,Partly Cloudy,rain,23.95555556,23.95555556,0.5,12.2843,229,11.2056,0,1014.77,Partly cloudy until evening.
2006-08-15 19:00:00.000 +0200,Partly Cloudy,rain,23.86111111,23.86111111,0.54,3.0912,246,11.2056,0,1014.68,Partly cloudy until evening.
2006-08-15 20:00:00.000 +0200,Partly Cloudy,rain,19.26666667,19.26666667,0.75,0.5474,291,10.3523,0,1015.04,Partly cloudy until evening.
2006-08-15 21:00:00.000 +0200,Partly Cloudy,rain,17.28888889,17.28888889,0.87,3.1073,63,9.982,0,1015.58,Partly cloudy until evening.
2006-08-15 22:00:00.000 +0200,Clear,rain,16.62222222,16.62222222,0.93,3.1395,148,15.8263,0,1015.88,Partly cloudy until evening.
2006-08-15 23:00:00.000 +0200,Clear,rain,16.67222222,16.67222222,0.87,3.3005,107,14.9569,0,1015.95,Partly cloudy until evening.
2006-08-16 00:00:00.000 +0200,Partly Cloudy,rain,15.07222222,15.07222222,0.93,2.2862,98,15.8263,0,1015.99,Partly cloudy throughout the day.
2006-08-16 01:00:00.000 +0200,Partly Cloudy,rain,14.51666667,14.51666667,0.93,3.0268,111,14.9086,0,1015.89,Partly cloudy throughout the day.
2006-08-16 02:00:00.000 +0200,Partly Cloudy,rain,17.84444444,17.84444444,0.8,12.3326,136,14.9569,0,1012.82,Partly cloudy throughout the day.
2006-08-16 03:00:00.000 +0200,Partly Cloudy,rain,14.44444444,14.44444444,0.93,3.1556,138,14.9086,0,1015.98,Partly cloudy throughout the day.
2006-08-16 04:00:00.000 +0200,Partly Cloudy,rain,13.88888889,13.88888889,0.96,3.1234,128,14.9086,0,1015.71,Partly cloudy throughout the day.
2006-08-16 05:00:00.000 +0200,Mostly Cloudy,rain,14.43333333,14.43333333,0.9,5.6028,121,14.0875,0,1015.63,Partly cloudy throughout the day.
2006-08-16 06:00:00.000 +0200,Mostly Cloudy,rain,14.92777778,14.92777778,0.87,4.6207,129,11.0446,0,1015.59,Partly cloudy throughout the day.
2006-08-16 07:00:00.000 +0200,Partly Cloudy,rain,17.04444444,17.04444444,0.82,8.9999,149,11.2056,0,1015.49,Partly cloudy throughout the day.
2006-08-16 08:00:00.000 +0200,Partly Cloudy,rain,18.78888889,18.78888889,0.78,8.694,153,11.0285,0,1015.64,Partly cloudy throughout the day.
2006-08-16 09:00:00.000 +0200,Partly Cloudy,rain,21.16111111,21.16111111,0.73,12.3004,140,11.2056,0,1015.46,Partly cloudy throughout the day.
2006-08-16 10:00:00.000 +0200,Partly Cloudy,rain,23.86666667,23.86666667,0.62,12.7029,120,11.2056,0,1015.35,Partly cloudy throughout the day.
